probe_id,gene_id
cg04982834,EVI5
cg13827782,DIRAS2
cg19641813,PHLDA1
cg24939068,RHBDL2
cg17784050,MPZL3
cg13588087,H1FOO
cg23249140,ADIPOQ
cg09688928,PDGFD
cg09688928,DDI1
cg03322971,NEURL4
cg17296588,LDLRAD3
cg09214323,RNU6-2
cg09214323,KIF1B
cg13473179,SNAPC3
cg13350783,KRT13
cg23986145,NKIRAS2
cg17891495,TMEM198
cg17891495,CHPF
cg11840168,RBBP8
cg26596712,MX2
cg08474716,C16orf82
cg26624097,SULT1A1
cg14275738,SDK2
cg14343266,C9orf163
cg12445693,LMNB1
cg06211272,OMA1
cg12979590,CUGBP1
cg03263502,NEDD4L
cg20658797,TBC1D3H
cg20658797,TBC1D3C
cg12913887,KIF6
cg07007717,LHX9
cg19429791,RNU6-28P
cg05325313,ZSCAN10
cg16021498,CBWD2
cg03817476,CLK1
cg11714972,ANKRD43
cg25946758,PHYHIPL
cg25240561,NDRG4
cg10778619,KCNMB4
cg10503867,NIPSNAP3B
cg00453111,PHLPP1
cg15366353,DSE
cg23348010,SLC5A10
cg23348010,FAM83G
cg16282684,DLGAP4
cg21985352,SOCS3
cg23888340,CYGB
cg11028091,PKM2
cg25397280,CNPY1
cg13373406,G3BP1
cg09225424,RNF31
cg09225424,PSME2
cg20589120,LNX1
cg12460598,ANKRD11
cg07967667,GSTCD
cg13493526,C14orf4
cg05309179,C11orf93
cg21761232,FBXO34
cg05697751,DUSP16
cg18304186,NCALD
cg22550330,HYAL3
cg22550330,NAT6
cg00242039,ZNF418
cg20791564,SHISA5
cg11169569,NUDT6
cg11169569,SPATA5
cg19175381,SPHK2
cg19175381,RPL18
cg11125104,NCRNA00164
cg11125104,MIR663B
cg24504442,MEIS2
cg10390047,TVP23A
cg16043230,ARL9
cg17675639,EEF1DP3
cg02630122,RANBP1
cg02630122,TRMT2A
cg25249717,ESRRB
cg21789112,ZNF649
cg03452895,GCA
cg19099796,HLX
cg08917230,AMPH
cg22973974,FNTB
cg03360030,OR4D10
cg26732808,UNC93A
cg18546840,FOXP2
cg03963200,PHACTR3
cg02335441,NEK11
cg02335441,ASTE1
cg06029905,INS-IGF2
cg06029905,IGF2
cg06029905,MIR483
cg19139148,POPDC3
cg05871208,SLF1
cg05871208,KIAA0825
cg17120171,SLC22A31
cg11303701,DENND1B
cg07620992,ZBTB9
cg17885063,RNF43
cg27406433,CCND3
cg03749900,PTN
cg10954174,FOXN3
cg27441872,PSME1
cg08301503,C6orf227
cg02863842,PVRL2
cg25751922,ADCY7
cg17200702,DCDC5
cg07022279,GPHA2
cg06570207,BOC
cg16146322,FAM123C
cg12702114,CDK14
cg27124170,TECPR2
cg27124170,CINP
cg02076020,ELF3
cg25493658,SLC11A2
cg13601079,SSX3
cg18766583,TNFAIP3
cg18766583,LOC100130476
cg16630229,COL11A2
cg07744912,CLDN9
cg26071410,CXorf22
cg06684850,BDNF
cg02753722,CDH13
cg07660029,SH3GLB1
cg26828909,SAMD12
cg08395488,WFS1
cg22326141,ARHGEF37
cg23943801,RAB21
cg02710105,MAP4K3
cg21592133,RAPGEF3
cg16356563,REG3A
cg07268270,ZNF271
cg07268270,ZNF397OS
cg07401063,GPX1
cg03316614,C5AR2
cg23582408,EEF1A2
cg06619155,BTD
cg03082902,PPFIBP1
cg02009141,UBE2T
cg10423031,FAM63B
cg00679794,RFC4
cg18859045,CHDH
cg18859045,IL17RB
cg10605130,SCARA3
cg21330700,LIX1
cg12672540,TSSC4
cg06874758,SFRS4
cg18304472,KLC3
cg00027674,RAB38
cg07409245,C1QTNF4
cg24654874,C2
cg08880293,PACSIN1
cg24250070,C8orf59
cg13533439,ZBTB20
cg17239566,ZNF420
cg08504407,HRNBP3
cg13570559,TPST2
cg16800785,HIST1H4G
cg03120558,LOC645638
cg00104562,FCER2
cg19831281,R3HDM1
cg19831281,ZRANB3
cg21446102,DNM1L
cg04642741,SLC6A5
cg14417974,GSN
cg23032229,PPHLN1
cg23032229,ZCRB1
cg25841279,EPB41L1
cg21710451,GALNTL4
cg13219625,IP6K1
cg07015354,CA12
cg02576669,CCNY
cg27241190,RND1
cg09813817,ZNF692
cg12229764,CHMP2A
cg12229764,UBE2M
cg23639734,SOD3
cg19323862,NSUN4
cg16678452,ATP11AUN
cg26301245,ZNF674
cg26301245,LOC401588
cg11863248,EXOC4
cg26472499,SNHG6
cg16167166,OR5AN1
cg16687447,PTEN
cg16687447,KILLIN
cg25907353,CD53
cg23044647,MTMR14
cg04048912,C1QTNF5
cg04048912,MFRP
cg18204321,TGIF1
cg07179996,MUC13
cg11420490,MLANA
cg15151654,TXNDC11
cg11172483,ODZ4
cg09457527,SNORD115-40
cg11078198,ZNF219
cg24983716,MED12L
cg24983716,P2RY14
cg26225171,ERICH6B
cg08733086,CKS1B
cg08733086,SHC1
cg04061197,SGK3
cg11819707,SOCS7
cg18022193,C19orf22
cg01054755,LOC389333
cg12483357,C19orf38
cg14518091,C17orf53
cg17327665,ABCF1
cg17327665,MIR877
cg07326768,KLHL25
cg11138142,AATK
cg11138142,MIR1250
cg26099251,MBNL3
cg07838100,ARMC2-AS1
cg07838100,ARMC2
cg26375263,ESRRB
cg15265401,TRMT2B
cg22059149,MTHFR
cg17029260,ATXN1
cg15105011,TMEM175
cg26501599,TPRA1
cg07965714,XPA
cg23951395,SEPT2
cg09555538,LINC01411
cg24870846,TFRC
cg10000775,PDLIM3
cg18354596,ABHD17B
cg21174626,UBAP2
cg17843208,TCAM1
cg16444909,ATP6V1G2
cg16444909,NFKBIL1
cg20401181,SLC30A7
cg20401181,EXTL2
cg17501395,ZC3H12D
cg06874426,ABI3
cg06874426,GNGT2
cg17344060,DNTTIP2
cg09857122,LRRN1
cg05940940,SLC37A1
cg17114283,TMEM80
cg17114283,DEAF1
cg21972382,CLIP4
cg27090216,TNFRSF10C
cg18696027,B2M
cg02493544,FEZ1
cg07943959,ANKRD35
cg07943959,NBPF20
cg07943959,NBPF10
cg17168836,GNG12
cg18646036,FAM7A3
cg18646036,FAM7A2
cg18646036,FAM7A1
cg04667719,GTF2A2
cg02666180,ANXA8L1
cg24680357,GPR180
cg24925698,TBC1D25
cg05602430,PPP1R26
cg03978377,EEF1A2
cg15262984,URGCP
cg15262984,UBE2D4
cg02362450,POP1
cg02362450,HRSP12
cg18741372,PPP1R13L
cg02167456,AFF2
cg23700327,PTRH2
cg07312579,PIGO
cg10912334,LBR
cg13078388,CIRBP
cg13078388,C19orf23
cg08440086,C1orf31
cg13548314,ANGPT2
cg13548314,MCPH1
cg12457376,COMT
cg12457376,TXNRD2
cg17026220,HOXC4
cg17026220,HOXC6
cg17026220,HOXC5
cg09491281,TMEM68
cg09491281,TGS1
cg22595420,RPEL1
cg26856316,GPR149
cg03436935,SULT2A1
cg22067325,MRPL33
cg24343445,MIR1290
cg24343445,ALDH4A1
cg09048186,UBXN2A
cg13699397,ITFG1
cg13699397,PHKB
cg07923666,KCNH3
cg02807227,SH3BP4
cg09875802,VDAC1
cg10458216,MBNL2
cg25786980,FDXR
cg13604344,DISP1
cg21344893,EPB41L5
cg18889307,TGIF1
cg24758110,ITPR1
cg21507303,MIR3689B
cg21507303,MIR3689D2
cg21507303,MIR3689E
cg21507303,MIR3689A
cg21507303,MIR3689F
cg21507303,LOC101448202
cg04293180,TSTA3
cg21666616,NCK2
cg10912126,IL15
cg09260830,GNA14
cg24896109,CYP51A1
cg04098585,CD28
cg25629326,GEM
cg09825105,APBB2
cg02216394,TRIM26
cg20362797,CCDC14
cg16167789,FAM107B
cg18827773,KCNIP4
cg22754570,CYYR1
cg14611278,GPATCH4
cg02584432,SPATA24
cg23238530,LEPREL1
cg04468640,FRMD5
cg05296700,C20orf132
cg05296700,RPN2
cg26099316,ITIH3
cg24179483,NPM1
cg13973639,C6orf226
cg23505766,S100A16
cg16452076,IQSEC3
cg14576880,TMEM14C
cg06711259,JOSD1
cg16231906,BMPR1A
cg16371703,RAPGEFL1
cg10289325,PGAP3
cg10289325,ERBB2
cg00149380,SAE1
cg21166191,FOXO4
cg00476986,TAPBP
cg18837932,TNKS
cg14313310,GLT25D2
cg04863514,FLCN
cg05784594,GAGE10
cg00920231,NSMAF
cg23382741,PPP1R14D
cg17516873,KLKB1
cg25407811,ARFGAP3
cg17301635,TGIF1
cg12517281,IQSEC3
cg07636846,DPYSL5
cg03013699,GRB10
cg03813168,ARHGAP20
cg01066929,CLIP4
cg09428537,AFG3L1
cg09428537,CENPBD1
cg25468863,SPG20
cg00904273,RHOT2
cg00904273,WDR90
cg01859662,C14orf159
cg15170605,ADD2
cg24467794,ZNF295
cg27115548,C1QL4
cg12268410,ENY2
cg12268410,NUDCD1
cg10623981,TNFRSF8
cg10313005,CALU
cg19013223,PLAT
cg18978028,TMEM63B
cg18978028,MRPL14
cg11815662,DCUN1D4
cg05104048,TMED3
cg17322118,BCL10
cg25041207,LGALS8
cg25041207,LGALS8-AS1
cg02351369,CPEB3
cg02351369,MARCH5
cg09857095,ALPP
cg07817279,SFRS1
cg25384897,TAP1
cg25384897,PSMB8
cg20139049,RPUSD2
cg07362283,IL18
cg07425555,PODNL1
cg19430489,GLIPR1L1
cg18656873,TMPRSS3
cg03131516,MIR6856
cg03131516,FUBP3
cg25783997,ZNF804A
cg14951453,FUZ
cg07141142,ZMAT3
cg15119961,RPTOR
cg11779941,EMD
cg06510950,CCDC129
cg16144222,PRKACA
cg06286300,TMEM106B
cg01730666,CD300LG
cg04602207,LOC253724
cg04602207,HSP90B1
cg16125816,C20orf117
cg05767015,CHIT1
cg02661623,FLJ23834
cg04290747,FBXO44
cg04290747,FBXO2
cg19239767,SFT2D3
cg06977987,OR51T1
cg08326730,LINC00364
cg10746770,LOC150935
cg11223711,EIF3A
cg19194718,HYAL1
cg16770288,LOC101928107
cg15766930,SOCS2
cg15766930,SOCS2-AS1
cg10833037,LOC100128811
cg10833037,GPR158
cg18297421,SVIP
cg13372675,PRKAR2A-AS1
cg13372675,PRKAR2A
cg02293936,LOC404266
cg02293936,HOXB5
cg08993559,LINC01065
cg05334119,SNORD115-15
cg05334119,SNORD115-21
cg05334119,HBII-52-27
cg19638406,TXNRD1
cg14385566,CHRNG
cg16326512,ZNF345
cg22522066,SPINT2
cg09819078,C1orf145
cg09819078,OBSCN
cg07898899,S100A13
cg07898899,S100A1
cg03050022,RAB27A
cg21804730,STAT5B
cg23901904,CASZ1
cg04444816,AR
cg08872979,ASS1
cg14136582,SENP8
cg14136582,MYO9A
cg01914101,TBC1D16
cg17959307,PRR34-AS1
cg17959307,PRR34
cg12874035,CAMKV
cg07303801,SGSM1
cg10899887,ZNF205
cg10899887,ZNF205-AS1
cg00314943,ALPPL2
cg06081517,C21orf33
cg10247268,PFKP
cg14577211,ZNF641
cg21215246,SPON2
cg20746341,SNORD71
cg20746341,AP1G1
cg11872561,ZC3H6
cg19410645,CDRT4
cg19410645,TVP23C-CDRT4
cg01651593,CDC20
cg19581409,AGPAT3
cg10520319,CCDC28B
cg04390141,CCDC50
cg04390141,UTS2B
cg12688234,FAM196B
cg12688234,DOCK2
cg19251531,ABHD6
cg15946133,CXCL13
cg07397878,ARHGAP39
cg26690467,SLC23A2
cg02368869,C1orf186
cg16004031,RAB30
cg26381210,BMPR1A
cg07659939,LTBP4
cg03860890,EGFR
cg26925343,TUFM
cg20792206,SNAPC5
cg00477021,ADAMTS15
cg14491761,GLP2R
cg00825734,SCNN1D
cg15870595,EPB41L3
cg12032383,NUMB
cg13785207,RPS19BP1
cg25758708,ITM2C
cg09328466,ZNF680
cg00594011,DKK2
cg25174409,PCP4
cg14521508,FASN
cg12833478,EPX
cg14195103,SLC25A19
cg13152819,PET112L
cg00388673,LPPR4
cg02495208,GRAP2
cg13698411,HDHD2
cg20793809,HDAC1
cg14115756,GPR21
cg14115756,RABGAP1
cg09546548,PRKY
cg20456055,ABCB8
cg25083781,HM13
cg25719236,LYRM2
cg18937561,HSPA14
cg18937561,CDNF
cg24996821,FAM174A
cg00662002,PPP1R13B
cg08548542,ENTPD1
cg08548542,ENTPD1-AS1
cg15558982,TSPAN2
cg11605972,KIAA1958
cg22976212,CALY
cg19566414,IGSF1
cg05616115,KSR1
cg20953052,MIR548F2
cg20953052,ERBB4
cg19022051,NEIL1
cg05330668,NFATC4
cg00810883,POU3F4
cg08254913,RPAP1
cg26210946,MRPS16
cg16916551,PVRL3
cg02838877,MBNL2
cg16722058,JOSD1
cg04145434,ZNF516
cg16592596,PDE6G
cg14283820,C10orf55
cg26549290,SOX14
cg08001838,LITAF
cg03974098,KIAA1429
cg17783031,SLC26A6
cg18237510,DENND4B
cg21517055,C19orf57
cg21517055,CC2D1A
cg26641578,MOBKL3
cg16978367,ERLIN2
cg26628203,LOC102724050
cg26628203,ITGA5
cg19669439,BTRC
cg14981137,ISL1
cg18755350,SLC24A5
cg16283975,MYH9
cg23762900,FBXL22
cg23762900,USP3-AS1
cg18956956,G2E3
cg20007702,DNAJC5
cg08007320,ZNF343
cg11514736,GNG2
cg18647622,PHLDB1
cg26889953,CYFIP1
cg09906988,MIS18BP1
cg25429875,NCR1
cg18459392,TNFSF4
cg24818486,ZNF436-AS1
cg24818486,ZNF436
cg21104186,SNRPD2
cg21104186,QPCTL
cg00163510,PTPN14
cg02951062,ALB
cg20201929,SCIN
cg15748192,PPIG
cg21068480,ATOH8
cg09757709,SNORA32
cg09757709,SNORD6
cg09757709,SNORA25
cg05200607,SOX17
cg25559913,FAM104A
cg01837846,KLHL29
cg27069566,PCOLCE
cg27193726,C4orf50
cg15186616,DLGAP2
cg08189186,C19orf33
cg00668685,SLC39A5
cg14892058,WBP11
cg14892058,C12orf60
cg16155081,TAF1B
cg05253738,ZCCHC8
cg15320925,BET1L
cg15320925,RIC8A
cg17159098,TMEM136
cg13027493,HECW1
cg12031741,LPIN1
cg07314983,CD53
cg05138957,MIR377
cg00122927,LDLRAD4
cg00229111,SCML4
cg01435493,PSEN1
cg07090678,CDC7
cg16373170,ESCO1
cg00240971,MIR1183
cg00240971,SP4
cg08482392,ASAP1
cg14762670,CACNA2D1
cg09922935,ZNHIT3
cg12862231,CSF1R
cg02360119,SPANXN4
cg13373085,SLC22A4
cg11061975,SIRPG
cg10585648,CCT3
cg10585648,C1orf182
cg06194479,GDAP2
cg06194479,WDR3
cg18962786,NUBPL
cg27553638,SPANXD
cg27553638,SPANXE
cg21012134,PHF21B
cg00433081,MAPK9
cg21931419,TMEM90A
cg04980504,PPTC7
cg21329599,SORCS2
cg18715297,PARP9
cg18715297,DTX3L
cg26005761,COL25A1
cg12551664,LUC7L
cg11594934,RPAP1
cg06612736,PTAR1
cg03658251,EBPL
cg03812837,PARD6B
cg02313850,BMPR1A
cg17839368,AMMECR1
cg17839368,RGAG1
cg23189949,IL36RN
cg05932762,ZNF521
cg10491993,UQCRC2
cg05941208,SLC7A1
cg24774002,MIR1909
cg24774002,REXO1
cg18151858,LATS2
cg15677825,HM13
cg16516970,NCALD
cg11890401,TNFAIP1
cg11890401,IFT20
cg27219955,ACAN
cg21048422,KLF13
cg24474182,MED12L
cg24474182,P2RY13
cg15959908,MAGED1
cg19313959,FKBP4
cg12080306,YPEL2
cg07115820,EPX
cg09600585,CDH22
cg05191824,SETD8
cg08713777,TP53BP1
cg08713777,RNU6-28P
cg07542096,SNX31
cg16409722,SEMA4F
cg14196303,KDM4C
cg03665132,C1orf86
cg06604690,CCDC62
cg26371172,MAS1L
cg03113871,C22orf27
cg02557136,ADCK1
cg00294620,PRKAG2
cg21482647,TECRL
cg14135878,CASKIN1
cg14186641,CNR1
cg27537453,KCTD5
cg23151950,TBL1XR1
cg14045072,GPR116
cg26945867,MSLNL
cg26945867,MIR662
cg07346607,SH2B1
cg11459006,ELOVL3
cg20820997,IKZF2
cg09666573,HRH1
cg04833533,DLEC1
cg12606891,UTS2
cg09524907,XKR4
cg10706034,CEP63
cg10706034,ANAPC13
cg11845202,KRT78
cg20495365,RGS12
cg06899309,JARID2
cg17961835,ZXDC
cg11752329,MC3R
cg06653699,SALL1
cg06541501,EBF2
cg02044612,UNC93B1
cg00600916,LOC154822
cg16746864,MIR921
cg16746864,FAM78B
cg10273151,ATP10B
cg05983326,PCDHGA1
cg16332224,MOCS3
cg16332224,DPM1
cg00080393,PPCS
cg00080393,ZMYND12
cg00006828,PLSCR5
cg16575530,LOC339788
cg02174341,UCMA
cg23768790,RBM47
cg27653765,PGLYRP4
cg17916835,DLX5
cg11483865,TACC1
cg07516712,NRCAM
cg20874261,PTPRK
cg06376520,MYF5
cg08245425,MRM1
cg18720642,DACH2
cg25534249,SLC1A4
cg04397097,COPS4
cg06146452,ATG7
cg11565797,C9orf64
cg07402801,LINC01141
cg17755518,SLC44A5
cg16418957,RNU12
cg16418957,POLDIP3
cg11963753,PDE11A
cg18323236,NIPAL3
cg02990092,REG3G
cg17696377,ERN2
cg02614099,NFIA
cg15076824,CRP
cg09134012,ELAC2
cg20698282,XIST
cg20071259,VAT1
cg20071259,RND2
cg02882487,EXTL3
cg19890834,LOC401052
cg03960313,TNFRSF19
cg02563479,ATP2B4
cg14914706,CFAP61
cg14914706,CRNKL1
cg06166757,MTOR-AS1
cg06166757,MTOR
cg20152300,TNXB
cg14496193,EFCAB6
cg17188169,DDX43
cg07624491,SLC8A2
cg06118578,RTTN
cg02187860,LOC101929116
cg20524720,NUBP2
cg17850359,SPEG
cg00714762,KLHL11
cg14032371,NCALD
cg14760424,LGALS8
cg14760424,LGALS8-AS1
cg06284231,CLEC14A
cg06835182,SEMA4C
cg06341177,ITPRIPL1
cg08705697,PCDH9
cg21780231,FAM173B
cg21780231,CCT5
cg27532847,GJD2
cg02674474,PAK7
cg22694067,NDN
cg00654814,MGAT5B
cg08647446,RASSF6
cg00190034,TACC1
cg18341508,PKNOX1
cg21373880,ATE1
cg14714548,HOPX
cg18693371,SLC35C2
cg16877986,MNAT1
cg23186534,KIF5A
cg13323912,SLAIN2
cg27298243,PMP22
cg18660562,DZANK1
cg18660562,POLR3F
cg03920161,SGK2
cg16451027,APC
cg03546073,SLC25A38
cg19160878,GTF3C3
cg04069420,SPATA13
cg15704219,C10orf18
cg03916245,ESR2
cg03916245,MIR548AZ
cg24648408,TMEM202
cg21824162,RUNDC1
cg21824162,AARSD1
cg03470772,CDS1
cg18710587,SCG2
cg27362222,SPRY1
cg26585779,IL20RB
cg09456329,TMEM146
cg09456329,LONP1
cg00958293,LOC100507431
cg12829141,PRRT4
cg02135859,LOC643387
cg02135859,LOC151174
cg10504150,NEU4
cg17778165,MKKS
cg16680942,RARA-AS1
cg16680942,RARA
cg20391990,PHYHIP
cg04178860,SDR42E1
cg00259588,ANKS6
cg23520757,FAM65B
cg10507028,ZFP3
cg13593132,GRIN2B
cg06368141,HOXC9
cg06368141,HOXC-AS1
cg04054600,LOC100130987
cg04054600,POLD4
cg04408566,WDR51A
cg12598089,KCNAB1
cg09481121,CMYA5
cg18488429,SLC38A9
cg10701577,YWHAG
cg15724113,CCHCR1
cg15724113,TCF19
cg08713711,SLC6A3
cg02628281,SV2B
cg15637576,CSRNP3
cg24990978,CHD7
cg17287630,HCG27
cg15403900,KIAA0182
cg02865675,FRMD1
cg24558204,HBS1L
cg07992477,KRT86
cg10914860,GRAMD3
cg04015463,PTEN
cg20326704,TET1
cg09355820,UBE4B
cg22160073,TRIM34
cg22160073,TRIM6-TRIM34
cg00768195,DHRS9
cg25209499,FOXD4
cg03957108,OTX1
cg27634107,LRP10
cg14944395,MIS12
cg14944395,DERL2
cg07660283,RPL23AP82
cg07660283,RABL2B
cg27635845,TSSK1B
cg27635845,MCC
cg04944410,ZNRF2
cg25136171,C11orf68
cg25136171,DRAP1
cg05559023,BCOR
cg01023203,SOX2OT
cg01023203,SOX2
cg08861404,SIGLECP3
cg15699347,ZNF232
cg20801863,SEZ6
cg00337440,PTK2B
cg14118539,DNPH1
cg03700369,ZBED5
cg04749288,APPL2
cg16381752,TOR1AIP2
cg21034274,CD81
cg07790680,C19orf50
cg04357584,SFRP2
cg02483596,C10orf84
cg09731124,SLC22A18
cg09731124,SLC22A18AS
cg07148318,OPLAH
cg16198719,GDNF
cg16198719,GDNF-AS1
cg19301990,GPATCH2L
cg06458403,NOX4
cg05975979,MOK
cg03138631,LINC01184
cg03138631,SLC12A2
cg12336877,LOC100289341
cg12336877,MAN1B1
cg20256260,MATN4
cg20256260,RBPJL
cg12703269,PSTPIP1
cg14166197,CTNNBIP1
cg02613926,CLOCK
cg20684174,PPFIBP2
cg03151319,LY6G5B
cg03151319,CSNK2B
cg17903229,KRTAP10-1
cg17903229,C21orf29
cg23885884,NUP205
cg00231521,ZNF616
cg21746455,RADIL
cg02076355,C10orf10
cg02076355,RASSF4
cg15340382,NTRK2
cg09482386,CYB561
cg25528646,GABRE
cg17227014,MRFAP1
cg12800145,GPRC5D
cg17040037,CCDC121
cg17040037,GPN1
cg14998377,LINGO1
cg02564313,ABAT
cg07195492,CCBL2
cg07195492,RBMXL1
cg17158205,EGLN3
cg23177759,KDM4C
cg24482021,STX11
cg03576469,CCDC8
cg00527659,AJUBA
cg07571745,LCK
cg08612140,NPM3
cg08069247,HABP2
cg17860985,MED9
cg07801700,COL18A1-AS2
cg07801700,COL18A1
cg12078458,KIFC3
cg07505293,THAP8
cg07505293,WDR62
cg15800212,SLX4
cg20877811,ATP2A1
cg27175128,RHOD
cg14682223,ATG101
cg04499011,FGD2
cg07922664,CYFIP1
cg15005072,KCNMB2
cg15005072,KCNMB2-AS1
cg16151636,NR4A2
cg23202225,ZBTB11-AS1
cg23202225,ZBTB11
cg06968038,TSR1
cg06968038,SNORD91A
cg06968038,SNORD91B
cg05022306,HOXC8
cg10959048,PROS1
cg04896678,DTNBP1
cg01174386,LSP1
cg07207957,TMEM33
cg03395558,SHANK2
cg15685604,ACADM
cg04865672,NIT1
cg04865672,PFDN2
cg00005437,DRG2
cg00005437,MYO15A
cg16497293,C16orf45
cg14450995,SLC25A27
cg14450995,CYP39A1
cg12073235,RNF24
cg23499846,KIAA0664
cg01254459,PSMC6
cg07925311,KIFC3
cg15612817,FUT8
cg26344794,MRPL45
cg26759077,LOC400927-CSNK1E
cg26759077,LOC400927
cg09788492,NKX2-3
cg11338726,GTF2E2
cg22008886,RUNX2
cg09445097,ZNF79
cg16409337,ITIH3
cg00505481,ACADM
cg11528834,DLGAP1
cg06632974,PDE1A
cg02792655,GPR98
cg02303399,LELP1
cg22456809,FGB
cg06227939,PRKCZ
cg11265922,CSRNP3
cg10091025,BCL6
cg19284751,MARCO
cg13889795,FAM27A
cg00029931,RPL36A
cg21775176,OLFML1
cg01903785,SRP9
cg20433989,FNDC3A
cg19423402,PRR23C
cg06324601,HTR1B
cg06533679,MYBPC3
cg16143123,BTF3L4
cg16688980,FBXO31
cg16688980,MAP1LC3B
cg06037367,SLC38A8
cg00008795,SNX20
cg00008795,LOC101927272
cg21188007,SRP9
cg25660838,TMED7
cg25660838,TMED7-TICAM2
cg13796676,SIRT1
cg01886810,CDK16
cg26996244,LOC101928782
cg13628817,RNU6ATAC
cg00326902,ROS1
cg15264525,SC5DL
cg12741922,TSC22D1
cg20971014,SPPL2A
cg01018999,CUEDC1
cg08041364,JAG2
cg24769285,TEP1
cg00426039,CLPTM1
cg16010904,RBFOX3
cg03268699,NOS1AP
cg13789678,STIM2
cg10103751,ERCC4
cg00428334,PDE4D
cg24413196,METTL20
cg21444593,SNORA14B
cg21444593,TOMM20
cg05166316,TRIM23
cg05166316,C5orf44
cg26602100,KBTBD3
cg26602100,AASDHPPT
cg06008378,PDLIM7
cg06011461,HOXD-AS2
cg13974457,CHD1L
cg23684546,RBFOX3
cg27472888,CALM1
cg20199923,RIT1
cg09859768,LOC641518
cg08443767,PAQR3
cg17606785,EFS
cg20239369,SNX15
cg20239369,ARL2-SNX15
cg09913843,ZNF718
cg01130092,PLEKHG4
cg07655479,LOC441046
cg06872036,RASSF5
cg18951919,KRT34
cg07528772,LNPEP
cg17899625,SETDB1
cg23156100,CLCN4
cg25092300,BEND5
cg25092300,AGBL4
cg04658354,NBR2
cg04658354,BRCA1
cg00901656,NINJ2
cg03085549,LDHD
cg22301227,PHB
cg12970008,OSBPL5
cg13191808,PCSK9
cg25840538,TMCO3
cg25840538,DCUN1D2
cg27055685,PFDN6
cg27055685,WDR46
cg25271841,AKR1D1
cg23436303,CDH4
cg13763247,TTC39C
cg11340770,TJP3
cg23446297,HIVEP2
cg07068062,FLJ40125
cg25700686,EYA1
cg08781526,GDPD5
cg08222002,LOC84989
cg08222002,JMJD1C
cg01284189,NCMAP
cg16626437,REV3L
cg02413999,ZNF365
cg12324242,IFNA5
cg09331206,YPEL3
cg26790372,EPB41L3
cg06713671,CAPS
cg09854660,AGPAT4
cg23230486,GPR3
cg03114057,GPR142
cg09064252,DYSF
cg03686719,SLC14A2
cg16558450,FAM86HP
cg01369817,PTPN23
cg11054680,PHF19
cg24276095,HDGFRP3
cg02632706,SLC25A31
cg04210631,ESR2
cg10123193,EMC3
cg10123193,EMC3-AS1
cg08388519,SP100
cg22526430,DDX1
cg21810910,TMEM206
cg07961659,NPR1
cg14479080,PLXNA2
cg16830870,NDUFA12
cg08299625,RXFP2
cg01969543,INCENP
cg17747382,ZNF630
cg13112525,ASPRV1
cg07370141,FSTL4
cg14427736,KAAG1
cg14427736,DCDC2
cg27392242,AKD1
cg05783290,GIMAP2
cg18804667,PDE4D
cg06704573,RP1
cg10092935,TGM7
cg03682498,ARMC4
cg22242539,SERPINF1
cg06744995,PAIP2B
cg04599524,SNORA14B
cg04599524,TOMM20
cg10063124,FOXA3
cg10063124,SYMPK
cg02550602,ING1
cg05905719,SH3KBP1
cg06362768,LMO2
cg25384333,RALGPS2
cg03781451,KAZN
cg08023849,SH3BP5
cg17605371,ETNK2
cg16981493,HRH2
cg20831741,CCDC39
cg13400109,EYA3
cg13420112,ZNF512B
cg22338443,WDR64
cg03697570,KIFC1
cg15548431,SHOX2
cg12300278,SLC39A10
cg11389889,NOP56
cg11389889,SNORD110
cg11389889,SNORA51
cg09722420,STAU1
cg12354014,FAM26D
cg12354014,BET3L
cg12515942,CGB8
cg21393408,SEPT2
cg21393408,HDLBP
cg03352347,HIPK1
cg18766475,CEP350
cg03828860,CNTROB
cg03828860,TRAPPC1
cg20508523,POU2F2
cg15910001,TMEFF2
cg03483464,CPOX
cg06723404,PREPL
cg06723404,CAMKMT
cg16800405,SH3GLB1
cg21328282,LARGE
cg04352804,ZNF521
cg14086659,MRPS5
cg03096975,MIR330
cg03096975,EML2
cg07342752,NFATC1
cg08629913,IGFBP6
cg18197962,LPIN1
cg27327591,LOC100272228
cg27327591,CXorf40B
cg03778780,ISLR
cg10719689,KCNG1
cg14360731,C2orf67
cg23242017,LMTK2
cg07491828,MKL2
cg03902505,SPATA13
cg01533387,IFI30
cg16472896,C16orf67
cg26649993,GSN
cg21794665,MIR320D1
cg08358800,HRH1
cg01011943,PSG5
cg20546928,PTK2B
cg20546928,TRIM35
cg05927576,KLHL8
cg26942316,PRNP
cg00292047,HIPK3
cg21993077,FOXP1
cg08717219,TMEM150C
cg25658265,ZMYND11
cg03349664,CDH4
cg08053480,TCF4
cg00752874,IRS4
cg25176537,TIMD4
cg06647427,LOC100506730
cg12652108,TCF4
cg07345874,RNASE6
cg15057043,NET1
cg13369607,SAFB2
cg13369607,SAFB
cg26495027,HPS1
cg21587372,SNRNP70
cg08495115,GREM1
cg24646414,GATA4
cg03313542,TMEM209
cg06240854,LIPT1
cg06240854,TSGA10
cg10793444,HIVEP3
cg15251263,RBMS1
cg20887340,CREB3L3
cg19741792,PHACTR3
cg02304033,NPS
cg16458455,ERCC3
cg18731813,ARMCX1
cg24688574,CDK11B
cg22957898,TMPRSS4
